identifier,title,date,year,service_code,service,speaker,book,passage,chapter,verses,audio_mp3,audio_ogg,details_url,size_bytes
2020.01.19.xrevelation20.56jackwerth,2020.01.19.X Revelation 20.5-6 - Jack Werth,2020-01-19,2020,X,Bible Study,Jack Werth,Revelation,Revelation 20:5-6,20,5-6,https://archive.org/download/2020.01.19.xrevelation20.56jackwerth/2020.01.19.X%20Revelation%2020.5-6%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.01.19.xrevelation20.56jackwerth/2020.01.19.X%20Revelation%2020.5-6%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.01.19.xrevelation20.56jackwerth,31257114
2020.01.26.eamos3.915jackwerth,2020.01.26.E Amos 3.9-15 - Jack Werth,2020-01-26,2020,E,Evening Service,Jack Werth,Amos,Amos 3:9-15,3,9-15,https://archive.org/download/2020.01.26.eamos3.915jackwerth/2020.01.26.E%20Amos%203.9-15%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.01.26.eamos3.915jackwerth/2020.01.26.E%20Amos%203.9-15%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.01.26.eamos3.915jackwerth,33702489
2020.01.26.mluke6.37jackwerth,2020.01.26.M Luke 6.37 - Jack Werth,2020-01-26,2020,M,Morning Service,Jack Werth,Luke,Luke 6:37,6,37,https://archive.org/download/2020.01.26.mluke6.37jackwerth/2020.01.26.M%20Luke%206.37%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.01.26.mluke6.37jackwerth/2020.01.26.M%20Luke%206.37%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.01.26.mluke6.37jackwerth,35826415
2020.01.26.xrevelation20.710jackwerth,2020.01.26.X Revelation 20.7-10 - Jack Werth,2020-01-26,2020,X,Bible Study,Jack Werth,Revelation,Revelation 20:7-10,20,7-10,https://archive.org/download/2020.01.26.xrevelation20.710jackwerth/2020.01.26.X%20Revelation%2020.7-10%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.01.26.xrevelation20.710jackwerth/2020.01.26.X%20Revelation%2020.7-10%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.01.26.xrevelation20.710jackwerth,28900682
2020.02.02.mluke6.37jackwerth,2020.02.02.M Luke 6.37 - Jack Werth,2020-02-02,2020,M,Morning Service,Jack Werth,Luke,Luke 6:37,6,37,https://archive.org/download/2020.02.02.mluke6.37jackwerth/2020.02.02.M%20Luke%206.37%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.02.02.mluke6.37jackwerth/2020.02.02.M%20Luke%206.37%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.02.02.mluke6.37jackwerth,37808575
2020.02.09.eamos4.13jackwerth,2020.02.09.E Amos 4.1-3 - Jack Werth,2020-02-09,2020,E,Evening Service,Jack Werth,Amos,Amos 4:1-3,4,1-3,https://archive.org/download/2020.02.09.eamos4.13jackwerth/2020.02.09.E%20Amos%204.1-3%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.02.09.eamos4.13jackwerth/2020.02.09.E%20Amos%204.1-3%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.02.09.eamos4.13jackwerth,32526487
2020.02.09.mluke6.37c38jackwerth,2020.02.09.M Luke 6.37c-38 - Jack Werth,2020-02-09,2020,M,Morning Service,Jack Werth,Luke,Luke 6:37c-38,6,37c-38,https://archive.org/download/2020.02.09.mluke6.37c38jackwerth/2020.02.09.M%20Luke%206.37c-38%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.02.09.mluke6.37c38jackwerth/2020.02.09.M%20Luke%206.37c-38%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.02.09.mluke6.37c38jackwerth,33654689
2020.02.09.xrevelation20.1115jackwerth,2020.02.09.X Revelation 20.11-15 - Jack Werth,2020-02-09,2020,X,Bible Study,Jack Werth,Revelation,Revelation 20:11-15,20,11-15,https://archive.org/download/2020.02.09.xrevelation20.1115jackwerth/2020.02.09.X%20Revelation%2020.11-15%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.02.09.xrevelation20.1115jackwerth/2020.02.09.X%20Revelation%2020.11-15%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.02.09.xrevelation20.1115jackwerth,34678744
2020.02.16.eamos4.45jackwerth,2020.02.16.E Amos 4.4-5 - Jack Werth,2020-02-16,2020,E,Evening Service,Jack Werth,Amos,Amos 4:4-5,4,4-5,https://archive.org/download/2020.02.16.eamos4.45jackwerth/2020.02.16.E%20Amos%204.4-5%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.02.16.eamos4.45jackwerth/2020.02.16.E%20Amos%204.4-5%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.02.16.eamos4.45jackwerth,41595196
2020.02.16.mluke6.3940jackwerth,2020.02.16.M Luke 6.39-40 - Jack Werth,2020-02-16,2020,M,Morning Service,Jack Werth,Luke,Luke 6:39-40,6,39-40,https://archive.org/download/2020.02.16.mluke6.3940jackwerth/2020.02.16.M%20Luke%206.39-40%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.02.16.mluke6.3940jackwerth/2020.02.16.M%20Luke%206.39-40%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.02.16.mluke6.3940jackwerth,32649001
2020.02.16.xrevelation21.18jackwerth,2020.02.16.X Revelation 21.1-8 - Jack Werth,2020-02-16,2020,X,Bible Study,Jack Werth,Revelation,Revelation 21:1-8,21,1-8,https://archive.org/download/2020.02.16.xrevelation21.18jackwerth/2020.02.16.X%20Revelation%2021.1-8%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.02.16.xrevelation21.18jackwerth/2020.02.16.X%20Revelation%2021.1-8%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.02.16.xrevelation21.18jackwerth,41744599
2020.02.23.eamos4.613jackwerth,2020.02.23.E Amos 4.6-13 - Jack Werth,2020-02-23,2020,E,Evening Service,Jack Werth,Amos,Amos 4:6-13,4,6-13,https://archive.org/download/2020.02.23.eamos4.613jackwerth/2020.02.23.E%20Amos%204.6-13%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.02.23.eamos4.613jackwerth/2020.02.23.E%20Amos%204.6-13%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.02.23.eamos4.613jackwerth,36659560
2020.02.23.mluke6.4142jackwerth,2020.02.23.M Luke 6.41-42 - Jack Werth,2020-02-23,2020,M,Morning Service,Jack Werth,Luke,Luke 6:41-42,6,41-42,https://archive.org/download/2020.02.23.mluke6.4142jackwerth/2020.02.23.M%20Luke%206.41-42%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.02.23.mluke6.4142jackwerth/2020.02.23.M%20Luke%206.41-42%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.02.23.mluke6.4142jackwerth,29773737
2020.02.23.xrevelation21.921jackwerth,2020.02.23.X Revelation 21.9-21 - Jack Werth,2020-02-23,2020,X,Bible Study,Jack Werth,Revelation,Revelation 21:9-21,21,9-21,https://archive.org/download/2020.02.23.xrevelation21.921jackwerth/2020.02.23.X%20Revelation%2021.9-21%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.02.23.xrevelation21.921jackwerth/2020.02.23.X%20Revelation%2021.9-21%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.02.23.xrevelation21.921jackwerth,40354585
2020.03.01.eamos5.13jackwerth,2020.03.01.E Amos 5.1-3 - Jack Werth,2020-03-01,2020,E,Evening Service,Jack Werth,Amos,Amos 5:1-3,5,1-3,https://archive.org/download/2020.03.01.eamos5.13jackwerth/2020.03.01.E%20Amos%205.1-3%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.03.01.eamos5.13jackwerth/2020.03.01.E%20Amos%205.1-3%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.03.01.eamos5.13jackwerth,39013858
2020.03.01.mluke6.4345jackwerth,2020.03.01.M Luke 6.43-45 - Jack Werth,2020-03-01,2020,M,Morning Service,Jack Werth,Luke,Luke 6:43-45,6,43-45,https://archive.org/download/2020.03.01.mluke6.4345jackwerth/2020.03.01.M%20Luke%206.43-45%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.03.01.mluke6.4345jackwerth/2020.03.01.M%20Luke%206.43-45%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.03.01.mluke6.4345jackwerth,32414902
2020.03.01.xrevelation21.2227jackwerth,2020.03.01.X Revelation 21.22-27 - Jack Werth,2020-03-01,2020,X,Bible Study,Jack Werth,Revelation,Revelation 21:22-27,21,22-27,https://archive.org/download/2020.03.01.xrevelation21.2227jackwerth/2020.03.01.X%20Revelation%2021.22-27%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.03.01.xrevelation21.2227jackwerth/2020.03.01.X%20Revelation%2021.22-27%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.03.01.xrevelation21.2227jackwerth,29407933
2020.03.08.eamos5.415jackwerth,2020.03.08.E Amos 5.4-15 - Jack Werth,2020-03-08,2020,E,Evening Service,Jack Werth,Amos,Amos 5:4-15,5,4-15,https://archive.org/download/2020.03.08.eamos5.415jackwerth/2020.03.08.E%20Amos%205.4-15%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.03.08.eamos5.415jackwerth/2020.03.08.E%20Amos%205.4-15%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.03.08.eamos5.415jackwerth,39215650
2020.03.08.mluke6.46jackwerth,2020.03.08.M Luke 6.46 - Jack Werth,2020-03-08,2020,M,Morning Service,Jack Werth,Luke,Luke 6:46,6,46,https://archive.org/download/2020.03.08.mluke6.46jackwerth/2020.03.08.M%20Luke%206.46%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.03.08.mluke6.46jackwerth/2020.03.08.M%20Luke%206.46%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.03.08.mluke6.46jackwerth,30973282
2020.03.15.eamos5.1620jackwerth,2020.03.15.E Amos 5.16-20 - Jack Werth,2020-03-15,2020,E,Evening Service,Jack Werth,Amos,Amos 5:16-20,5,16-20,https://archive.org/download/2020.03.15.eamos5.1620jackwerth/2020.03.15.E%20Amos%205.16-20%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.03.15.eamos5.1620jackwerth/2020.03.15.E%20Amos%205.16-20%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.03.15.eamos5.1620jackwerth,31598076
2020.03.15.mluke6.4749jackwerth,2020.03.15.M Luke 6.47-49 - Jack Werth,2020-03-15,2020,M,Morning Service,Jack Werth,Luke,Luke 6:47-49,6,47-49,https://archive.org/download/2020.03.15.mluke6.4749jackwerth/2020.03.15.M%20Luke%206.47-49%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.03.15.mluke6.4749jackwerth/2020.03.15.M%20Luke%206.47-49%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.03.15.mluke6.4749jackwerth,36603921
2020.03.15.xrevelation22.15jackwerth,2020.03.15.X Revelation 22.1-5 - Jack Werth,2020-03-15,2020,X,Bible Study,Jack Werth,Revelation,Revelation 22:1-5,22,1-5,https://archive.org/download/2020.03.15.xrevelation22.15jackwerth/2020.03.15.X%20Revelation%2022.1-5%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.03.15.xrevelation22.15jackwerth/2020.03.15.X%20Revelation%2022.1-5%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.03.15.xrevelation22.15jackwerth,31853437
2020.03.29.eamos5.2127jackwerth,2020.03.29.E Amos 5.21-27 - Jack Werth,2020-03-29,2020,E,Evening Service,Jack Werth,Amos,Amos 5:21-27,5,21-27,https://archive.org/download/2020.03.29.eamos5.2127jackwerth/2020.03.29.E%20Amos%205.21-27%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.03.29.eamos5.2127jackwerth/2020.03.29.E%20Amos%205.21-27%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.03.29.eamos5.2127jackwerth,39595073
2020.03.29.mluke7.110jackwerth,2020.03.29.M Luke 7.1-10 - Jack Werth,2020-03-29,2020,M,Morning Service,Jack Werth,Luke,Luke 7:1-10,7,1-10,https://archive.org/download/2020.03.29.mluke7.110jackwerth/2020.03.29.M%20Luke%207.1-10%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.03.29.mluke7.110jackwerth/2020.03.29.M%20Luke%207.1-10%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.03.29.mluke7.110jackwerth,27895248
2020.04.05.erevelation22.615jackwerth,2020.04.05.E Revelation 22.6-15 - Jack Werth,2020-04-05,2020,E,Evening Service,Jack Werth,Revelation,Revelation 22:6-15,22,6-15,https://archive.org/download/2020.04.05.erevelation22.615jackwerth/2020.04.05.E%20Revelation%2022.6-15%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.04.05.erevelation22.615jackwerth/2020.04.05.E%20Revelation%2022.6-15%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.04.05.erevelation22.615jackwerth,48399905
2020.04.05.mluke7.1117jackwerth,2020.04.05.M Luke 7.11-17 - Jack Werth,2020-04-05,2020,M,Morning Service,Jack Werth,Luke,Luke 7:11-17,7,11-17,https://archive.org/download/2020.04.05.mluke7.1117jackwerth/2020.04.05.M%20Luke%207.11-17%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.04.05.mluke7.1117jackwerth/2020.04.05.M%20Luke%207.11-17%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.04.05.mluke7.1117jackwerth,39914326
2020.04.12.erevelation22.1621jackwerth,2020.04.12.E Revelation 22.16-21 - Jack Werth,2020-04-12,2020,E,Evening Service,Jack Werth,Revelation,Revelation 22:16-21,22,16-21,https://archive.org/download/2020.04.12.erevelation22.1621jackwerth/2020.04.12.E%20Revelation%2022.16-21%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.04.12.erevelation22.1621jackwerth/2020.04.12.E%20Revelation%2022.16-21%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.04.12.erevelation22.1621jackwerth,43109173
2020.04.12.mluke7.1820jackwerth,2020.04.12.M Luke 7.18-20 - Jack Werth,2020-04-12,2020,M,Morning Service,Jack Werth,Luke,Luke 7:18-20,7,18-20,https://archive.org/download/2020.04.12.mluke7.1820jackwerth/2020.04.12.M%20Luke%207.18-20%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.04.12.mluke7.1820jackwerth/2020.04.12.M%20Luke%207.18-20%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.04.12.mluke7.1820jackwerth,35708486
2020.04.19.eamos6.17jackwerth,2020.04.19.E Amos 6.1-7 - Jack Werth,2020-04-19,2020,E,Evening Service,Jack Werth,Amos,Amos 6:1-7,6,1-7,https://archive.org/download/2020.04.19.eamos6.17jackwerth/2020.04.19.E%20Amos%206.1-7%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.04.19.eamos6.17jackwerth/2020.04.19.E%20Amos%206.1-7%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.04.19.eamos6.17jackwerth,37157274
2020.04.19.mluke7.2123jackwerth,2020.04.19.M Luke 7.21-23 - Jack Werth,2020-04-19,2020,M,Morning Service,Jack Werth,Luke,Luke 7:21-23,7,21-23,https://archive.org/download/2020.04.19.mluke7.2123jackwerth/2020.04.19.M%20Luke%207.21-23%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.04.19.mluke7.2123jackwerth/2020.04.19.M%20Luke%207.21-23%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.04.19.mluke7.2123jackwerth,39530851
2020.04.26.eamos6.814jackwerth,2020.04.26.E Amos 6.8-14 - Jack Werth,2020-04-26,2020,E,Evening Service,Jack Werth,Amos,Amos 6:8-14,6,8-14,https://archive.org/download/2020.04.26.eamos6.814jackwerth/2020.04.26.E%20Amos%206.8-14%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.04.26.eamos6.814jackwerth/2020.04.26.E%20Amos%206.8-14%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.04.26.eamos6.814jackwerth,36125465
2020.04.26.mluke7.2428jackwerth,2020.04.26.M Luke 7.24-28 - Jack Werth,2020-04-26,2020,M,Morning Service,Jack Werth,Luke,Luke 7:24-28,7,24-28,https://archive.org/download/2020.04.26.mluke7.2428jackwerth/2020.04.26.M%20Luke%207.24-28%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.04.26.mluke7.2428jackwerth/2020.04.26.M%20Luke%207.24-28%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.04.26.mluke7.2428jackwerth,23245709
2020.05.10.eamos7.16jackwerth,2020.05.10.E Amos 7.1-6 - Jack Werth,2020-05-10,2020,E,Evening Service,Jack Werth,Amos,Amos 7:1-6,7,1-6,https://archive.org/download/2020.05.10.eamos7.16jackwerth/2020.05.10.E%20Amos%207.1-6%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.05.10.eamos7.16jackwerth/2020.05.10.E%20Amos%207.1-6%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.05.10.eamos7.16jackwerth,45154171
2020.05.10.mluke7.2935jackwerth,2020.05.10.M Luke 7.29-35 - Jack Werth,2020-05-10,2020,M,Morning Service,Jack Werth,Luke,Luke 7:29-35,7,29-35,https://archive.org/download/2020.05.10.mluke7.2935jackwerth/2020.05.10.M%20Luke%207.29-35%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.05.10.mluke7.2935jackwerth/2020.05.10.M%20Luke%207.29-35%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.05.10.mluke7.2935jackwerth,39270095
2020.05.17.eamos7.79jackwerth,2020.05.17.E Amos 7.7-9 - Jack Werth,2020-05-17,2020,E,Evening Service,Jack Werth,Amos,Amos 7:7-9,7,7-9,https://archive.org/download/2020.05.17.eamos7.79jackwerth/2020.05.17.E%20Amos%207.7-9%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.05.17.eamos7.79jackwerth/2020.05.17.E%20Amos%207.7-9%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.05.17.eamos7.79jackwerth,32225322
2020.05.17.mluke7.3638jackwerth,2020.05.17.M Luke 7.36-38 - Jack Werth,2020-05-17,2020,M,Morning Service,Jack Werth,Luke,Luke 7:36-38,7,36-38,https://archive.org/download/2020.05.17.mluke7.3638jackwerth/2020.05.17.M%20Luke%207.36-38%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.05.17.mluke7.3638jackwerth/2020.05.17.M%20Luke%207.36-38%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.05.17.mluke7.3638jackwerth,34874923
2020.05.24.eamos7.1017jackwerth,2020.05.24.E Amos 7.10-17 - Jack Werth,2020-05-24,2020,E,Evening Service,Jack Werth,Amos,Amos 7:10-17,7,10-17,https://archive.org/download/2020.05.24.eamos7.1017jackwerth/2020.05.24.E%20Amos%207.10-17%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.05.24.eamos7.1017jackwerth/2020.05.24.E%20Amos%207.10-17%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.05.24.eamos7.1017jackwerth,41154985
2020.05.24.mluke7.3943jackwerth,2020.05.24.M Luke 7.39-43 - Jack Werth,2020-05-24,2020,M,Morning Service,Jack Werth,Luke,Luke 7:39-43,7,39-43,https://archive.org/download/2020.05.24.mluke7.3943jackwerth/2020.05.24.M%20Luke%207.39-43%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.05.24.mluke7.3943jackwerth/2020.05.24.M%20Luke%207.39-43%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.05.24.mluke7.3943jackwerth,38801224
2020.05.31.eamos8.110jackwerth,2020.05.31.E Amos 8.1-10 - Jack Werth,2020-05-31,2020,E,Evening Service,Jack Werth,Amos,Amos 8:1-10,8,1-10,https://archive.org/download/2020.05.31.eamos8.110jackwerth/2020.05.31.E%20Amos%208.1-10%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.05.31.eamos8.110jackwerth/2020.05.31.E%20Amos%208.1-10%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.05.31.eamos8.110jackwerth,44599750
2020.05.31.mluke7.4450jackwerth,2020.05.31.M Luke 7.44-50 - Jack Werth,2020-05-31,2020,M,Morning Service,Jack Werth,Luke,Luke 7:44-50,7,44-50,https://archive.org/download/2020.05.31.mluke7.4450jackwerth/2020.05.31.M%20Luke%207.44-50%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.05.31.mluke7.4450jackwerth/2020.05.31.M%20Luke%207.44-50%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.05.31.mluke7.4450jackwerth,36722889
2020.06.07.eamos8.1114jackwerth,2020.06.07.E Amos 8.11-14 - Jack Werth,2020-06-07,2020,E,Evening Service,Jack Werth,Amos,Amos 8:11-14,8,11-14,https://archive.org/download/2020.06.07.eamos8.1114jackwerth/2020.06.07.E%20Amos%208.11-14%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.06.07.eamos8.1114jackwerth/2020.06.07.E%20Amos%208.11-14%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.06.07.eamos8.1114jackwerth,35442743
2020.06.07.mluke8.13jackwerth,2020.06.07.M Luke 8.1-3 - Jack Werth,2020-06-07,2020,M,Morning Service,Jack Werth,Luke,Luke 8:1-3,8,1-3,https://archive.org/download/2020.06.07.mluke8.13jackwerth/2020.06.07.M%20Luke%208.1-3%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.06.07.mluke8.13jackwerth/2020.06.07.M%20Luke%208.1-3%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.06.07.mluke8.13jackwerth,38140210
2020.06.14.eamos9.110jackwerth,2020.06.14.E Amos 9.1-10 - Jack Werth,2020-06-14,2020,E,Evening Service,Jack Werth,Amos,Amos 9:1-10,9,1-10,https://archive.org/download/2020.06.14.eamos9.110jackwerth/2020.06.14.E%20Amos%209.1-10%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.06.14.eamos9.110jackwerth/2020.06.14.E%20Amos%209.1-10%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.06.14.eamos9.110jackwerth,44132457
2020.06.14.mluke8.415jackwerth,2020.06.14.M Luke 8.4-15 - Jack Werth,2020-06-14,2020,M,Morning Service,Jack Werth,Luke,Luke 8:4-15,8,4-15,https://archive.org/download/2020.06.14.mluke8.415jackwerth/2020.06.14.M%20Luke%208.4-15%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.06.14.mluke8.415jackwerth/2020.06.14.M%20Luke%208.4-15%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.06.14.mluke8.415jackwerth,45348692
2020.06.21.eamos9.1115jackwerth,2020.06.21.E Amos 9.11-15 - Jack Werth,2020-06-21,2020,E,Evening Service,Jack Werth,Amos,Amos 9:11-15,9,11-15,https://archive.org/download/2020.06.21.eamos9.1115jackwerth/2020.06.21.E%20Amos%209.11-15%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.06.21.eamos9.1115jackwerth/2020.06.21.E%20Amos%209.11-15%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.06.21.eamos9.1115jackwerth,57568847
2020.06.21.mluke8.8b10jackwerth,2020.06.21.M Luke 8.8b-10 - Jack Werth,2020-06-21,2020,M,Morning Service,Jack Werth,Luke,Luke 8:8b-10,8,8b-10,https://archive.org/download/2020.06.21.mluke8.8b10jackwerth/2020.06.21.M%20Luke%208.8b-10%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.06.21.mluke8.8b10jackwerth/2020.06.21.M%20Luke%208.8b-10%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.06.21.mluke8.8b10jackwerth,28569637
2020.06.28.epsalm73.1ajackwerth,2020.06.28.E Psalm 73.1a - Jack Werth,2020-06-28,2020,E,Evening Service,Jack Werth,Psalm,Psalm 73:1a,73,1a,https://archive.org/download/2020.06.28.epsalm73.1ajackwerth/2020.06.28.E%20Psalm%2073.1a%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.06.28.epsalm73.1ajackwerth/2020.06.28.E%20Psalm%2073.1a%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.06.28.epsalm73.1ajackwerth,35868559
2020.06.28.mluke8.16jackwerth,2020.06.28.M Luke 8.16 - Jack Werth,2020-06-28,2020,M,Morning Service,Jack Werth,Luke,Luke 8:16,8,16,https://archive.org/download/2020.06.28.mluke8.16jackwerth/2020.06.28.M%20Luke%208.16%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.06.28.mluke8.16jackwerth/2020.06.28.M%20Luke%208.16%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.06.28.mluke8.16jackwerth,29880595
2020.07.05.epsalm73.1jackwerth,2020.07.05.E Psalm 73.1 - Jack Werth,2020-07-05,2020,E,Evening Service,Jack Werth,Psalm,Psalm 73:1,73,1,https://archive.org/download/2020.07.05.epsalm73.1jackwerth/2020.07.05.E%20Psalm%2073.1%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.07.05.epsalm73.1jackwerth/2020.07.05.E%20Psalm%2073.1%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.07.05.epsalm73.1jackwerth,41707813
2020.07.05.mluke8.1718jackwerth,2020.07.05.M Luke 8.17-18 - Jack Werth,2020-07-05,2020,M,Morning Service,Jack Werth,Luke,Luke 8:17-18,8,17-18,https://archive.org/download/2020.07.05.mluke8.1718jackwerth/2020.07.05.M%20Luke%208.17-18%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.07.05.mluke8.1718jackwerth/2020.07.05.M%20Luke%208.17-18%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.07.05.mluke8.1718jackwerth,37040813
2020.07.12.epsalm73.23jackwerth,2020.07.12.E Psalm 73.2-3 - Jack Werth,2020-07-12,2020,E,Evening Service,Jack Werth,Psalm,Psalm 73:2-3,73,2-3,https://archive.org/download/2020.07.12.epsalm73.23jackwerth/2020.07.12.E%20Psalm%2073.2-3%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.07.12.epsalm73.23jackwerth/2020.07.12.E%20Psalm%2073.2-3%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.07.12.epsalm73.23jackwerth,31572917
2020.07.12.mluke8.1921jackwerth,2020.07.12.M Luke 8.19-21 - Jack Werth,2020-07-12,2020,M,Morning Service,Jack Werth,Luke,Luke 8:19-21,8,19-21,https://archive.org/download/2020.07.12.mluke8.1921jackwerth/2020.07.12.M%20Luke%208.19-21%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.07.12.mluke8.1921jackwerth/2020.07.12.M%20Luke%208.19-21%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.07.12.mluke8.1921jackwerth,35521940
2020.07.19.epsalm73.312jackwerth,2020.07.19.E Psalm 73.3-12 - Jack Werth,2020-07-19,2020,E,Evening Service,Jack Werth,Psalm,Psalm 73:3-12,73,3-12,https://archive.org/download/2020.07.19.epsalm73.312jackwerth/2020.07.19.E%20Psalm%2073.3-12%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.07.19.epsalm73.312jackwerth/2020.07.19.E%20Psalm%2073.3-12%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.07.19.epsalm73.312jackwerth,43373552
2020.07.19.mluke8.2225jackwerth,2020.07.19.M Luke 8.22-25 - Jack Werth,2020-07-19,2020,M,Morning Service,Jack Werth,Luke,Luke 8:22-25,8,22-25,https://archive.org/download/2020.07.19.mluke8.2225jackwerth/2020.07.19.M%20Luke%208.22-25%20-%20Jack%20Werth.mp3,https://archive.org/download/2020.07.19.mluke8.2225jackwerth/2020.07.19.M%20Luke%208.22-25%20-%20Jack%20Werth.ogg,https://archive.org/details/2020.07.19.mluke8.2225jackwerth,35394677
