identifier,title,date,year,service_code,service,speaker,book,passage,chapter,verses,audio_mp3,audio_ogg,details_url,size_bytes
2017.01.01.E2Samuel13.2139JackWerth,2017.01.01.E 2 Samuel 13.21-39 - Jack Werth,2017-01-01,2017,E,Evening Service,Jack Werth,2 Samuel,2 Samuel 13:21-39,13,21-39,https://archive.org/download/2017.01.01.E2Samuel13.2139JackWerth/2017.01.01.E%202%20Samuel%2013.21-39%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.01.01.E2Samuel13.2139JackWerth/2017.01.01.E%202%20Samuel%2013.21-39%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.01.01.E2Samuel13.2139JackWerth,68687460
2017.01.01.MHabakkuk2.911JackWerth,2017.01.01.M Habakkuk 2.9-11 - Jack Werth,2017-01-01,2017,M,Morning Service,Jack Werth,Habakkuk,Habakkuk 2:9-11,2,9-11,https://archive.org/download/2017.01.01.MHabakkuk2.911JackWerth/2017.01.01.M%20Habakkuk%202.9-11%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.01.01.MHabakkuk2.911JackWerth/2017.01.01.M%20Habakkuk%202.9-11%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.01.01.MHabakkuk2.911JackWerth,56290893
2017.01.08.E2Samuel14.121JackWerth_201701,2017.01.08.E 2 Samuel 14.1-21 - Jack Werth,2017-01-08,2017,E,Evening Service,Jack Werth,2 Samuel,2 Samuel 14:1-21,14,1-21,https://archive.org/download/2017.01.08.E2Samuel14.121JackWerth_201701/2017.01.08.E%202%20Samuel%2014.1-21%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.01.08.E2Samuel14.121JackWerth_201701/2017.01.08.E%202%20Samuel%2014.1-21%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.01.08.E2Samuel14.121JackWerth_201701,67384653
2017.01.08.MHabakkuk2.1214JackWerth_201701,2017.01.08.M Habakkuk 2.12-14 - Jack Werth,2017-01-08,2017,M,Morning Service,Jack Werth,Habakkuk,Habakkuk 2:12-14,2,12-14,https://archive.org/download/2017.01.08.MHabakkuk2.1214JackWerth_201701/2017.01.08.M%20Habakkuk%202.12-14%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.01.08.MHabakkuk2.1214JackWerth_201701/2017.01.08.M%20Habakkuk%202.12-14%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.01.08.MHabakkuk2.1214JackWerth_201701,55592055
2017.01.15.E2Samuel14.2133JackWerth,2017.01.15.E 2 Samuel 14.21-33 - Jack Werth,2017-01-15,2017,E,Evening Service,Jack Werth,2 Samuel,2 Samuel 14:21-33,14,21-33,https://archive.org/download/2017.01.15.E2Samuel14.2133JackWerth/2017.01.15.E%202%20Samuel%2014.21-33%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.01.15.E2Samuel14.2133JackWerth/2017.01.15.E%202%20Samuel%2014.21-33%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.01.15.E2Samuel14.2133JackWerth,61114667
2017.01.15.MHabakkuk2.1517JackWerth,2017.01.15.M Habakkuk 2.15-17 - Jack Werth,2017-01-15,2017,M,Morning Service,Jack Werth,Habakkuk,Habakkuk 2:15-17,2,15-17,https://archive.org/download/2017.01.15.MHabakkuk2.1517JackWerth/2017.01.15.M%20Habakkuk%202.15-17%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.01.15.MHabakkuk2.1517JackWerth/2017.01.15.M%20Habakkuk%202.15-17%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.01.15.MHabakkuk2.1517JackWerth,58409914
2017.01.22.E2Samuel15.16JackWerth,2017.01.22.E 2 Samuel 15.1-6 - Jack Werth,2017-01-22,2017,E,Evening Service,Jack Werth,2 Samuel,2 Samuel 15:1-6,15,1-6,https://archive.org/download/2017.01.22.E2Samuel15.16JackWerth/2017.01.22.E%202%20Samuel%2015.1-6%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.01.22.E2Samuel15.16JackWerth/2017.01.22.E%202%20Samuel%2015.1-6%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.01.22.E2Samuel15.16JackWerth,55166382
2017.01.22.MHabakkuk2.1819JackWerth,2017.01.22.M Habakkuk 2.18-19 - Jack Werth,2017-01-22,2017,M,Morning Service,Jack Werth,Habakkuk,Habakkuk 2:18-19,2,18-19,https://archive.org/download/2017.01.22.MHabakkuk2.1819JackWerth/2017.01.22.M%20Habakkuk%202.18-19%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.01.22.MHabakkuk2.1819JackWerth/2017.01.22.M%20Habakkuk%202.18-19%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.01.22.MHabakkuk2.1819JackWerth,57725491
2017.01.29.E2Samuel15.712JackWerth,2017.01.29.E 2 Samuel 15.7-12 - Jack Werth,2017-01-29,2017,E,Evening Service,Jack Werth,2 Samuel,2 Samuel 15:7-12,15,7-12,https://archive.org/download/2017.01.29.E2Samuel15.712JackWerth/2017.01.29.E%202%20Samuel%2015.7-12%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.01.29.E2Samuel15.712JackWerth/2017.01.29.E%202%20Samuel%2015.7-12%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.01.29.E2Samuel15.712JackWerth,56142417
2017.01.29.MHabakkuk2.20JackWerth,2017.01.29.M Habakkuk 2.20 - Jack Werth,2017-01-29,2017,M,Morning Service,Jack Werth,Habakkuk,Habakkuk 2:20,2,20,https://archive.org/download/2017.01.29.MHabakkuk2.20JackWerth/2017.01.29.M%20Habakkuk%202.20%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.01.29.MHabakkuk2.20JackWerth/2017.01.29.M%20Habakkuk%202.20%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.01.29.MHabakkuk2.20JackWerth,54651162
2017.02.05.e2Samuel15.13-37-JackWerth,2017.02.05.E 2 Samuel 15.13-37 - Jack Werth,2017-02-05,2017,E,Evening Service,Jack Werth,2 Samuel,2 Samuel 15:13-37,15,13-37,https://archive.org/download/2017.02.05.e2Samuel15.13-37-JackWerth/2017.02.05.E%202%20Samuel%2015.13-37%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.02.05.e2Samuel15.13-37-JackWerth/2017.02.05.E%202%20Samuel%2015.13-37%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.02.05.e2Samuel15.13-37-JackWerth,70172494
2017.02.12.E2Samuel16.14JackWerth,2017.02.12.E 2 Samuel 16.1-4 - Jack Werth,2017-02-12,2017,E,Evening Service,Jack Werth,2 Samuel,2 Samuel 16:1-4,16,1-4,https://archive.org/download/2017.02.12.E2Samuel16.14JackWerth/2017.02.12.E%202%20Samuel%2016.1-4%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.02.12.E2Samuel16.14JackWerth/2017.02.12.E%202%20Samuel%2016.1-4%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.02.12.E2Samuel16.14JackWerth,53958531
2017.02.26.E2Samuel16.58JackWerth,2017.02.26.E 2 Samuel 16.5-8 - Jack Werth,2017-02-26,2017,E,Evening Service,Jack Werth,2 Samuel,2 Samuel 16:5-8,16,5-8,https://archive.org/download/2017.02.26.E2Samuel16.58JackWerth/2017.02.26.E%202%20Samuel%2016.5-8%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.02.26.E2Samuel16.58JackWerth/2017.02.26.E%202%20Samuel%2016.5-8%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.02.26.E2Samuel16.58JackWerth,54118676
2017.02.26.MHabakkuk3.1719JackWerth,2017.02.26.M Habakkuk 3.17-19 - Jack Werth,2017-02-26,2017,M,Morning Service,Jack Werth,Habakkuk,Habakkuk 3:17-19,3,17-19,https://archive.org/download/2017.02.26.MHabakkuk3.1719JackWerth/2017.02.26.M%20Habakkuk%203.17-19%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.02.26.MHabakkuk3.1719JackWerth/2017.02.26.M%20Habakkuk%203.17-19%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.02.26.MHabakkuk3.1719JackWerth,56025489
2017.03.05.E2Samuel16.914JackWerth,2017.03.05.E 2 Samuel 16.9-14 - Jack Werth,2017-03-05,2017,E,Evening Service,Jack Werth,2 Samuel,2 Samuel 16:9-14,16,9-14,https://archive.org/download/2017.03.05.E2Samuel16.914JackWerth/2017.03.05.E%202%20Samuel%2016.9-14%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.03.05.E2Samuel16.914JackWerth/2017.03.05.E%202%20Samuel%2016.9-14%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.03.05.E2Samuel16.914JackWerth,56018301
2017.03.05.MColossians1.1JackWerth,2017.03.05.M Colossians 1.1 - Jack Werth,2017-03-05,2017,M,Morning Service,Jack Werth,Colossians,Colossians 1:1,1,1,https://archive.org/download/2017.03.05.MColossians1.1JackWerth/2017.03.05.M%20Colossians%201.1%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.03.05.MColossians1.1JackWerth/2017.03.05.M%20Colossians%201.1%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.03.05.MColossians1.1JackWerth,63098688
2017.03.12.MColossians1.2JackWerth,2017.03.12.M Colossians 1.2 - Jack Werth,2017-03-12,2017,M,Morning Service,Jack Werth,Colossians,Colossians 1:2,1,2,https://archive.org/download/2017.03.12.MColossians1.2JackWerth/2017.03.12.M%20Colossians%201.2%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.03.12.MColossians1.2JackWerth/2017.03.12.M%20Colossians%201.2%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.03.12.MColossians1.2JackWerth,53555617
2017.03.19.E2Samuel16.1523JackWerth,2017.03.19.E 2 Samuel 16.15-23 - Jack Werth,2017-03-19,2017,E,Evening Service,Jack Werth,2 Samuel,2 Samuel 16:15-23,16,15-23,https://archive.org/download/2017.03.19.E2Samuel16.1523JackWerth/2017.03.19.E%202%20Samuel%2016.15-23%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.03.19.E2Samuel16.1523JackWerth/2017.03.19.E%202%20Samuel%2016.15-23%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.03.19.E2Samuel16.1523JackWerth,68035256
2017.03.19.MColossians1.2JackWerth,2017.03.19.M Colossians 1.2 - Jack Werth,2017-03-19,2017,M,Morning Service,Jack Werth,Colossians,Colossians 1:2,1,2,https://archive.org/download/2017.03.19.MColossians1.2JackWerth/2017.03.19.M%20Colossians%201.2%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.03.19.MColossians1.2JackWerth/2017.03.19.M%20Colossians%201.2%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.03.19.MColossians1.2JackWerth,49704215
2017.03.26.E2Samuel17.114JackWerth,2017.03.26.E 2 Samuel 17.1-14 - Jack Werth,2017-03-26,2017,E,Evening Service,Jack Werth,2 Samuel,2 Samuel 17:1-14,17,1-14,https://archive.org/download/2017.03.26.E2Samuel17.114JackWerth/2017.03.26.E%202%20Samuel%2017.1-14%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.03.26.E2Samuel17.114JackWerth/2017.03.26.E%202%20Samuel%2017.1-14%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.03.26.E2Samuel17.114JackWerth,62652022
2017.03.26.MColossians1.35aJackWerth,2017.03.26.M Colossians 1.3-5a - Jack Werth,2017-03-26,2017,M,Morning Service,Jack Werth,Colossians,Colossians 1:3-5a,1,3-5a,https://archive.org/download/2017.03.26.MColossians1.35aJackWerth/2017.03.26.M%20Colossians%201.3-5a%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.03.26.MColossians1.35aJackWerth/2017.03.26.M%20Colossians%201.3-5a%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.03.26.MColossians1.35aJackWerth,56115663
2017.04.02.E2Samuel17.1529JackWerth,2017.04.02.E 2 Samuel 17.15-29 - Jack Werth,2017-04-02,2017,E,Evening Service,Jack Werth,2 Samuel,2 Samuel 17:15-29,17,15-29,https://archive.org/download/2017.04.02.E2Samuel17.1529JackWerth/2017.04.02.E%202%20Samuel%2017.15-29%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.04.02.E2Samuel17.1529JackWerth/2017.04.02.E%202%20Samuel%2017.15-29%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.04.02.E2Samuel17.1529JackWerth,67186606
2017.04.02.MColossians1.35JackWerth,2017.04.02.M Colossians 1.3-5 - Jack Werth,2017-04-02,2017,M,Morning Service,Jack Werth,Colossians,Colossians 1:3-5,1,3-5,https://archive.org/download/2017.04.02.MColossians1.35JackWerth/2017.04.02.M%20Colossians%201.3-5%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.04.02.MColossians1.35JackWerth/2017.04.02.M%20Colossians%201.3-5%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.04.02.MColossians1.35JackWerth,48005813
2017.04.09.E2Samuel18.18JackWerth,2017.04.09.E 2 Samuel 18.1-8 - Jack Werth,2017-04-09,2017,E,Evening Service,Jack Werth,2 Samuel,2 Samuel 18:1-8,18,1-8,https://archive.org/download/2017.04.09.E2Samuel18.18JackWerth/2017.04.09.E%202%20Samuel%2018.1-8%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.04.09.E2Samuel18.18JackWerth/2017.04.09.E%202%20Samuel%2018.1-8%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.04.09.E2Samuel18.18JackWerth,65564034
2017.04.09.MColossians1.6JackWerth,2017.04.09.M Colossians 1.6 - Jack Werth,2017-04-09,2017,M,Morning Service,Jack Werth,Colossians,Colossians 1:6,1,6,https://archive.org/download/2017.04.09.MColossians1.6JackWerth/2017.04.09.M%20Colossians%201.6%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.04.09.MColossians1.6JackWerth/2017.04.09.M%20Colossians%201.6%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.04.09.MColossians1.6JackWerth,50268625
2017.04.16.E2Samuel18.918JackWerth,2017.04.16.E 2 Samuel 18.9-18 - Jack Werth,2017-04-16,2017,E,Evening Service,Jack Werth,2 Samuel,2 Samuel 18:9-18,18,9-18,https://archive.org/download/2017.04.16.E2Samuel18.918JackWerth/2017.04.16.E%202%20Samuel%2018.9-18%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.04.16.E2Samuel18.918JackWerth/2017.04.16.E%202%20Samuel%2018.9-18%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.04.16.E2Samuel18.918JackWerth,58521571
2017.04.30.E2Samuel18.1932JackWerth,2017.04.30.E 2 Samuel 18.19-32 - Jack Werth,2017-04-30,2017,E,Evening Service,Jack Werth,2 Samuel,2 Samuel 18:19-32,18,19-32,https://archive.org/download/2017.04.30.E2Samuel18.1932JackWerth/2017.04.30.E%202%20Samuel%2018.19-32%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.04.30.E2Samuel18.1932JackWerth/2017.04.30.E%202%20Samuel%2018.19-32%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.04.30.E2Samuel18.1932JackWerth,64378388
2017.04.30.MColossians1.9JackWerth,2017.04.30.M Colossians 1.9 - Jack Werth,2017-04-30,2017,M,Morning Service,Jack Werth,Colossians,Colossians 1:9,1,9,https://archive.org/download/2017.04.30.MColossians1.9JackWerth/2017.04.30.M%20Colossians%201.9%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.04.30.MColossians1.9JackWerth/2017.04.30.M%20Colossians%201.9%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.04.30.MColossians1.9JackWerth,52864982
2017.05.07.E2Samuel18.3319.8JackWerth,2017.05.07.E 2 Samuel 18.33-19.8 - Jack Werth,2017-05-07,2017,E,Evening Service,Jack Werth,2 Samuel,2 Samuel 18:33-19:8,18,33-19.8,https://archive.org/download/2017.05.07.E2Samuel18.3319.8JackWerth/2017.05.07.E%202%20Samuel%2018.33-19.8%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.05.07.E2Samuel18.3319.8JackWerth/2017.05.07.E%202%20Samuel%2018.33-19.8%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.05.07.E2Samuel18.3319.8JackWerth,56168557
2017.05.07.MColossians1.1011JackWerth,2017.05.07.M Colossians 1.10-11 - Jack Werth,2017-05-07,2017,M,Morning Service,Jack Werth,Colossians,Colossians 1:10-11,1,10-11,https://archive.org/download/2017.05.07.MColossians1.1011JackWerth/2017.05.07.M%20Colossians%201.10-11%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.05.07.MColossians1.1011JackWerth/2017.05.07.M%20Colossians%201.10-11%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.05.07.MColossians1.1011JackWerth,56679634
2017.05.14.E2Samuel19.915JackWerth,2017.05.14.E 2 Samuel 19.9-15 - Jack Werth,2017-05-14,2017,E,Evening Service,Jack Werth,2 Samuel,2 Samuel 19:9-15,19,9-15,https://archive.org/download/2017.05.14.E2Samuel19.915JackWerth/2017.05.14.E%202%20Samuel%2019.9-15%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.05.14.E2Samuel19.915JackWerth/2017.05.14.E%202%20Samuel%2019.9-15%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.05.14.E2Samuel19.915JackWerth,53721177
2017.05.14.MMatthew11.2530JackWerth,2017.05.14.M Matthew 11.25-30 - Jack Werth,2017-05-14,2017,M,Morning Service,Jack Werth,Matthew,Matthew 11:25-30,11,25-30,https://archive.org/download/2017.05.14.MMatthew11.2530JackWerth/2017.05.14.M%20Matthew%2011.25-30%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.05.14.MMatthew11.2530JackWerth/2017.05.14.M%20Matthew%2011.25-30%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.05.14.MMatthew11.2530JackWerth,51102294
2017.05.21.E2Samuel19.1623JackWerth,2017.05.21.E 2 Samuel 19.16-23 - Jack Werth,2017-05-21,2017,E,Evening Service,Jack Werth,2 Samuel,2 Samuel 19:16-23,19,16-23,https://archive.org/download/2017.05.21.E2Samuel19.1623JackWerth/2017.05.21.E%202%20Samuel%2019.16-23%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.05.21.E2Samuel19.1623JackWerth/2017.05.21.E%202%20Samuel%2019.16-23%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.05.21.E2Samuel19.1623JackWerth,69528597
2017.05.21.MColossians1.12JackWerth,2017.05.21.M Colossians 1.12 - Jack Werth,2017-05-21,2017,M,Morning Service,Jack Werth,Colossians,Colossians 1:12,1,12,https://archive.org/download/2017.05.21.MColossians1.12JackWerth/2017.05.21.M%20Colossians%201.12%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.05.21.MColossians1.12JackWerth/2017.05.21.M%20Colossians%201.12%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.05.21.MColossians1.12JackWerth,53723698
2017.06.04.E2Samuel19.2430JackWerth,2017.06.04.E 2 Samuel 19.24-30 - Jack Werth,2017-06-04,2017,E,Evening Service,Jack Werth,2 Samuel,2 Samuel 19:24-30,19,24-30,https://archive.org/download/2017.06.04.E2Samuel19.2430JackWerth/2017.06.04.E%202%20Samuel%2019.24-30%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.06.04.E2Samuel19.2430JackWerth/2017.06.04.E%202%20Samuel%2019.24-30%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.06.04.E2Samuel19.2430JackWerth,57562035
2017.06.04.MColossians1.13JackWerth,2017.06.04.M Colossians 1.13 - Jack Werth,2017-06-04,2017,M,Morning Service,Jack Werth,Colossians,Colossians 1:13,1,13,https://archive.org/download/2017.06.04.MColossians1.13JackWerth/2017.06.04.M%20Colossians%201.13%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.06.04.MColossians1.13JackWerth/2017.06.04.M%20Colossians%201.13%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.06.04.MColossians1.13JackWerth,56103680
2017.06.11.E2Samuel19.3140JackWerth,2017.06.11.E 2 Samuel 19.31-40 - Jack Werth,2017-06-11,2017,E,Evening Service,Jack Werth,2 Samuel,2 Samuel 19:31-40,19,31-40,https://archive.org/download/2017.06.11.E2Samuel19.3140JackWerth/2017.06.11.E%202%20Samuel%2019.31-40%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.06.11.E2Samuel19.3140JackWerth/2017.06.11.E%202%20Samuel%2019.31-40%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.06.11.E2Samuel19.3140JackWerth,62815964
2017.06.11.MColossians1.14JackWerth,2017.06.11.M Colossians 1.14 - Jack Werth,2017-06-11,2017,M,Morning Service,Jack Werth,Colossians,Colossians 1:14,1,14,https://archive.org/download/2017.06.11.MColossians1.14JackWerth/2017.06.11.M%20Colossians%201.14%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.06.11.MColossians1.14JackWerth/2017.06.11.M%20Colossians%201.14%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.06.11.MColossians1.14JackWerth,56474187
2017.06.25.E2Samuel19.4120.2JackWerth,2017.06.25.E 2 Samuel 19.41-20.2 - Jack Werth,2017-06-25,2017,E,Evening Service,Jack Werth,2 Samuel,2 Samuel 19:41-20:2,19,41-20.2,https://archive.org/download/2017.06.25.E2Samuel19.4120.2JackWerth/2017.06.25.E%202%20Samuel%2019.41-20.2%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.06.25.E2Samuel19.4120.2JackWerth/2017.06.25.E%202%20Samuel%2019.41-20.2%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.06.25.E2Samuel19.4120.2JackWerth,64267430
2017.06.25.MColossians1.15JackWerth,2017.06.25.M Colossians 1.15 - Jack Werth,2017-06-25,2017,M,Morning Service,Jack Werth,Colossians,Colossians 1:15,1,15,https://archive.org/download/2017.06.25.MColossians1.15JackWerth/2017.06.25.M%20Colossians%201.15%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.06.25.MColossians1.15JackWerth/2017.06.25.M%20Colossians%201.15%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.06.25.MColossians1.15JackWerth,58138140
2017.07.02.E2Samuel20.313JackWerth,2017.07.02.E 2 Samuel 20.3-13 - Jack Werth,2017-07-02,2017,E,Evening Service,Jack Werth,2 Samuel,2 Samuel 20:3-13,20,3-13,https://archive.org/download/2017.07.02.E2Samuel20.313JackWerth/2017.07.02.E%202%20Samuel%2020.3-13%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.07.02.E2Samuel20.313JackWerth/2017.07.02.E%202%20Samuel%2020.3-13%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.07.02.E2Samuel20.313JackWerth,69517681
2017.07.02.MColossians1.16aJackWerth,2017.07.02.M Colossians 1.16a - Jack Werth,2017-07-02,2017,M,Morning Service,Jack Werth,Colossians,Colossians 1:16a,1,16a,https://archive.org/download/2017.07.02.MColossians1.16aJackWerth/2017.07.02.M%20Colossians%201.16a%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.07.02.MColossians1.16aJackWerth/2017.07.02.M%20Colossians%201.16a%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.07.02.MColossians1.16aJackWerth,58468489
2017.07.09.E2Samuel20.1326JackWerth,2017.07.09.E 2 Samuel 20.13-26 - Jack Werth,2017-07-09,2017,E,Evening Service,Jack Werth,2 Samuel,2 Samuel 20:13-26,20,13-26,https://archive.org/download/2017.07.09.E2Samuel20.1326JackWerth/2017.07.09.E%202%20Samuel%2020.13-26%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.07.09.E2Samuel20.1326JackWerth/2017.07.09.E%202%20Samuel%2020.13-26%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.07.09.E2Samuel20.1326JackWerth,57397462
2017.07.09.MColossians1.16b17JackWerth,2017.07.09.M Colossians 1.16b-17 - Jack Werth,2017-07-09,2017,M,Morning Service,Jack Werth,Colossians,Colossians 1:16b-17,1,16b-17,https://archive.org/download/2017.07.09.MColossians1.16b17JackWerth/2017.07.09.M%20Colossians%201.16b-17%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.07.09.MColossians1.16b17JackWerth/2017.07.09.M%20Colossians%201.16b-17%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.07.09.MColossians1.16b17JackWerth,53109326
2017.07.16.E2Samuel21.12JackWerth,2017.07.16.E 2 Samuel 21.1-2 - Jack Werth,2017-07-16,2017,E,Evening Service,Jack Werth,2 Samuel,2 Samuel 21:1-2,21,1-2,https://archive.org/download/2017.07.16.E2Samuel21.12JackWerth/2017.07.16.E%202%20Samuel%2021.1-2%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.07.16.E2Samuel21.12JackWerth/2017.07.16.E%202%20Samuel%2021.1-2%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.07.16.E2Samuel21.12JackWerth,60623327
2017.07.16.MColossians1.18aJackWerth,2017.07.16.M Colossians 1.18a - Jack Werth,2017-07-16,2017,M,Morning Service,Jack Werth,Colossians,Colossians 1:18a,1,18a,https://archive.org/download/2017.07.16.MColossians1.18aJackWerth/2017.07.16.M%20Colossians%201.18a%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.07.16.MColossians1.18aJackWerth/2017.07.16.M%20Colossians%201.18a%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.07.16.MColossians1.18aJackWerth,61472822
2017.07.23.E2Samuel21.314JackWerth,2017.07.23.E 2 Samuel 21.3-14 - Jack Werth,2017-07-23,2017,E,Evening Service,Jack Werth,2 Samuel,2 Samuel 21:3-14,21,3-14,https://archive.org/download/2017.07.23.E2Samuel21.314JackWerth/2017.07.23.E%202%20Samuel%2021.3-14%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.07.23.E2Samuel21.314JackWerth/2017.07.23.E%202%20Samuel%2021.3-14%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.07.23.E2Samuel21.314JackWerth,64138507
2017.07.23.mColossians1.18-19-JackWerth,2017.07.23.M Colossians 1.18-19 - Jack Werth,2017-07-23,2017,M,Morning Service,Jack Werth,Colossians,Colossians 1:18-19,1,18-19,https://archive.org/download/2017.07.23.mColossians1.18-19-JackWerth/2017.07.23.M%20Colossians%201.18-19%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.07.23.mColossians1.18-19-JackWerth/2017.07.23.M%20Colossians%201.18-19%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.07.23.mColossians1.18-19-JackWerth,53035872
2017.07.30.E2Samuel21.1522JackWerth,2017.07.30.E 2 Samuel 21.15-22 - Jack Werth,2017-07-30,2017,E,Evening Service,Jack Werth,2 Samuel,2 Samuel 21:15-22,21,15-22,https://archive.org/download/2017.07.30.E2Samuel21.1522JackWerth/2017.07.30.E%202%20Samuel%2021.15-22%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.07.30.E2Samuel21.1522JackWerth/2017.07.30.E%202%20Samuel%2021.15-22%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.07.30.E2Samuel21.1522JackWerth,58672468
2017.07.30.MColossians1.20JackWerth,2017.07.30.M Colossians 1.20 - Jack Werth,2017-07-30,2017,M,Morning Service,Jack Werth,Colossians,Colossians 1:20,1,20,https://archive.org/download/2017.07.30.MColossians1.20JackWerth/2017.07.30.M%20Colossians%201.20%20-%20Jack%20Werth.mp3,https://archive.org/download/2017.07.30.MColossians1.20JackWerth/2017.07.30.M%20Colossians%201.20%20-%20Jack%20Werth.ogg,https://archive.org/details/2017.07.30.MColossians1.20JackWerth,60407180
